objectid,NTA,Neighborhood,Borough,Postcode,Restaurant Name,Business Address,Bulding Number,Street,globalid,Seating Interest (Sidewalk/Roadway/Both),Legal Business Name,Doing Business As (DBA),Food Service Establishment Permit #,Sidewalk Dimensions (Length),Sidewalk Dimensions (Width),Sidewalk Dimensions (Area),Roadway Dimensions (Length),Roadway Dimensions (Width),Roadway Dimensions (Area),Approved for Sidewalk Seating,Approved for Roadway Seating,Qualify Alcohol,SLA Serial Number,SLA License Type,Landmark District or Building,landmarkDistrict_terms,healthCompliance_terms,Time of Submission,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,Zip Code,Neighborhood 2
4742,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10022,Little Collins,"667 Lexington Ave, Manhattan, NY",667,Lexington Ave,{AA5823FD-E5EF-4385-8C00-528678A1D21D},both,Little Collins Lexington LLC (Formerly Peters on Lex LLC),Little Collins,4161469,10,4,40,14,8,112,yes,yes,no,,,no,,yes,6/24/2020,40.75996,-73.969823,106,4,100,1036625,1013107502,,
4753,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10022,MARINARA PIZZA,"985 1ST AVE, Manhattan, NY",985,1ST AVE,{9FC48D98-A9FD-4A01-8CB7-B5893590F7C6},both,PIZZA 54 INC,MARINARA PIZZA,50079366,21,7,147,21,8,168,yes,yes,no,,,no,,yes,6/24/2020,40.756481,-73.964266,106,5,108,1076279,1013470023,,
4754,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10022,MARINARA PIZZA,"985  1ST AVE, Manhattan, NY",985,1ST AVE,{BD046D56-68D1-4D28-8401-ADD2CF244BE5},both,PIZZA 54 INC,MARINARA PIZZA,50079366,20,7,140,20,8,160,yes,yes,no,,,no,,yes,6/24/2020,40.756481,-73.964266,106,5,108,1076279,1013470023,,
4829,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10017,Bierhaus NYC,"712 Third Avenue, Manhattan, NY",1901-12-12T00:00:00.000,Third Avenue,{C7B83C50-000D-4350-8FA5-346247004B30},roadway,JTP Restaurant Corp.,Bierhaus NYC,41566063,,,,50,8,400,no,yes,yes,1247414,OP,no,,yes,6/24/2020,40.752438,-73.973244,106,4,92,1036179,1012990038,,
4953,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10017,la vera pizza,"922  2nd ave, Manhattan, NY",1902-07-10T00:00:00.000,2nd ave,{81FDDB8D-D997-4EFB-88D1-5D6108B2F873},both,midtown pizza corp,la vera pizza,50060439,26,7,182,15,8,120,yes,yes,no,,,no,,yes,6/24/2020,40.754155,-73.969035,106,4,90,1076278,1013410049,,
5020,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10017,REMI FLOWER COFFEE,"906 2ND AVE, Manhattan, NY",1902-06-24T00:00:00.000,2ND AVE,{7EC8C9E0-51C0-4D25-8D15-E8C446207AB5},both,JM FLOWER CORP,REMI FLOWER & COFFEE,50066881,44,10,440,22,8,176,yes,yes,no,,,no,,yes,6/24/2020,40.753804,-73.969292,106,4,90,1038916,1013410001,,
5146,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10022,bistro vendome,"405 EAST 58TH STREET, Manhattan, NY",1901-02-08T00:00:00.000,EAST 58TH STREET,{3A359663-EC17-46CB-80AC-1EADFA8E7F2C},roadway,petiteau inc,bistro vendome,41453878,,,,20,8,160,no,yes,yes,1224105,OP,no,,yes,6/24/2020,40.758819,-73.962027,106,5,10601,1040642,1013700102,,
5170,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10022,The Smith,"956 Second Avenue, Manhattan, NY",1902-08-13T00:00:00.000,Second Avenue,{B7D524FF-D95E-4B82-87D4-68B24D61ED47},both,TS2 Hospitality LLC,The Smith,41620680,145,11,1595,129,8,1032,yes,yes,yes,1253275,OP,no,,yes,6/24/2020,40.755261,-73.968233,106,4,98,1039628,1013430049,,
5195,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10022,Radiance Tea,"208 E 50th Street, Manhattan, NY",1900-07-26T00:00:00.000,E 50th Street,{1C93CDE5-CCE5-403F-83A5-8F07E48D76F7},both,"Radiance Tea, Inc.",Radiance Tea House,41709933,30,3,90,30,3,90,yes,yes,yes,1268481,RW,no,,yes,6/24/2020,40.755621,-73.970301,106,4,98,1038243,1013230047,,
5209,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10022,New York Luncheonette,"135 East 50th Street, Manhattan, NY",135 East,50th Street,{0FCF969D-DD08-406E-8A49-B0118931071C},both,TomPete Food Corp.,TomPete Food Corp.,40694767,24,50,1200,24,8,192,yes,yes,yes,1029994,RW,no,,yes,6/25/2020,40.756329,-73.97194,106,4,100,1036453,1013050023,,
5387,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10022,sip sak,"928 2nd ave , Manhattan, NY",1902-07-16T00:00:00.000,2nd ave,{91E2BE58-D84C-4B7D-85EF-98D86D61D721},both,sip sak,sipsak inc,41039033,19,13,247,19,8,152,yes,yes,yes,1164525,OP,no,,yes,6/25/2020,40.754437,-73.968829,106,4,98,1039465,1013420003,,
5506,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10022,Fields Good Chicken,"599 Lexington Avenue, Manhattan, NY",1901-08-21T00:00:00.000,Lexington Avenue,{544C0667-06EC-408E-8AE5-27992C490DE0},sidewalk,"FGC 599 Lexington, LLC","FGC 599 Lexington, LLC",50101236,16,6,96,,,,yes,no,no,,,no,,yes,6/25/2020,40.758275,-73.971055,106,4,100,1036467,1013070023,,
5551,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10022,The Blasket,"1085 2nd ave, Manhattan, NY",1902-12-20T00:00:00.000,2nd ave,{3BD8FFAE-75A2-483D-826A-5CE53A0D88B0},sidewalk,Ariana rest corp,The blasket,50038068,15,5,75,,,,yes,no,yes,1282525,OP,no,,yes,6/25/2020,40.759509,-73.965159,106,4,108,1038600,1013310022,,
5632,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10017,48th Restaurant Associates LLC,"145 East 48 Street, Manhattan, NY",1900-05-24T00:00:00.000,East 48 Street,{5C59C625-6F90-4CC6-860C-67CB102A3153},both,48th Restaurant Associates LLC,Avra Estiatorio,40734383,70,4,280,70,8,560,yes,yes,yes,1026090,OP,no,,yes,6/26/2020,40.755042,-73.972774,106,4,92,1036233,1013037501,,
5664,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10022,Bistango at the Kimberly Hotel,"145  E 50th St, Manhattan, NY",1900-05-24T00:00:00.000,E 50th St,{0BE845B9-519B-4184-8BB0-D3F4F8CC0E47},roadway,Ferro's Restaurant LLC,Bistango at the Kimberly,41204905,,,,24,8,192,no,yes,yes,1180094,OP,no,,yes,6/26/2020,40.756266,-73.971792,106,4,100,1036454,1013050028,,
5682,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10104,Global Kitchen,"1290  52nd, Manhattan, NY",1903-07-13T00:00:00.000,52nd,{140AF9E2-3483-4A2A-898A-88FB12327A3E},sidewalk,GKNY 1 Inc,GKNY 1 Inc,50042550,42,3,126,,,,yes,no,no,,,no,,yes,6/26/2020,,,,,,,,,
5743,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10017,Le Botaniste,"666 3rd Ave , Manhattan, NY",1901-10-27T00:00:00.000,3rd Ave,{C18656EA-F793-4AC7-8C04-C08C78B50B3A},roadway,Botanicus 43rd & 3rd,Le Botaniste,50091517,,,,57,8,456,no,yes,yes,1317564,RW,no,,yes,6/26/2020,40.751049,-73.974252,106,4,92,1036161,1012970033,,
5751,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10022,Amata,"209 East 56th street, Manhattan, NY",1900-07-27T00:00:00.000,East 56th street,{A56D18FF-EFFF-43C1-8E5C-06D5BB864ABD},both,"6th Tot,llc",amata,50037094,10,4,40,20,4,80,yes,yes,yes,128193,OP,no,,yes,6/26/2020,40.759389,-73.967556,106,4,108,1038591,1013300007,,
5851,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10022,Sutton Bar Room,"1074 1st Avenue, Manhattan, NY",1902-12-09T00:00:00.000,1st Avenue,{4E2AC64D-3EB5-4A15-889D-2919DBB5AE71},both,Treaty Management Inc,Sutton Bar Room,41328516,18,7,126,18,8,144,yes,yes,yes,1199636,OP,no,,yes,6/26/2020,40.759272,-73.96221,106,5,10601,1078279,1013700001,,
5959,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10165,Gregorys Coffee,"122 East 42nd, Manhattan, NY",1900-05-01T00:00:00.000,East 42nd,{97CC13FC-3844-49AC-800E-697F70A894B1},sidewalk,122 EAST 42 COFFEE AND BAKERY LLC,122 EAST 42 COFFEE AND BAKERY LLC,50105096,20,20,400,,,,yes,no,no,,,no,,yes,6/27/2020,,,,,,,,,
6239,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10022,LA Gourmet,"111 E 58th Street, Manhattan, NY",111,E 58th Street,{EE93479F-EF21-44EA-8D36-C9B921766626},sidewalk,R.A. 110 E 59th Street Operating Corp.,R.A. 110 E 59th Street Operating Corp.,40594203,14,19,266,,,,yes,no,no,,,no,,yes,6/29/2020,40.762013,-73.969584,105,4,11203,1037165,1013130005,,
6255,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10017,Osteria Laguna,"209 East 42nd Street, Manhattan, NY",209,East 42nd Street,{34D8C641-619D-409A-8299-29452D0B2F64},both,Osteria Laguna LLC,Osteria Laguna,40578252,20,14,280,20,8,160,yes,yes,yes,1026031,OP,no,,yes,6/29/2020,40.750571,-73.97396,106,4,88,1037550,1013167501,,
6324,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10022,Cornerstone Tavern,"961  2nd Ave, Manhattan, NY",961,2nd Ave,{4F5C60E1-A96B-45A0-8FA1-062DBF8299CF},both,Elevated Entertainment LLC,Cornerstone Tavern,41355345,16,6,96,12,8,96,yes,yes,yes,1212208,OP,no,,yes,6/29/2020,40.755414,-73.968147,106,4,98,1038445,1013240029,,
6331,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10022,Sommtime,"959  2nd Ave, Manhattan, NY",959,2nd Ave,{163B359E-2A1B-4EEF-8DEB-0FECEF7B9A13},both,Elevated 959 LLC,Sommtime,50002557,17,6,102,17,8,136,yes,yes,yes,1273191,OP,no,,yes,6/29/2020,40.755365,-73.968179,106,4,98,1038460,1013240029,,
6338,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10017,REMI43 FLOWER & COFFEE,"810 2nd Ave, Manhattan, NY",810,2nd Ave,{A4307A82-402B-4E8B-8DDD-B0B3BD8F6E80},sidewalk,CH FLOWER CORP.,CH FLOWER CORP.,50101533,27,5,135,,,,yes,no,no,,,no,,yes,6/29/2020,40.750694,-73.971556,106,4,88,1038674,1013367501,,
6399,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10022,redemption,"1003  2nd avenue, Manhattan, NY",1902-09-29T00:00:00.000,2nd avenue,{45F3D685-DBA3-4235-8445-3E94A5A3A354},roadway,60 sweet thing inc,redemption,41087519,,,,15,7,105,no,yes,yes,1155328,OP,no,,yes,6/29/2020,40.756861,-73.967096,106,4,98,1038559,1013270021,,
6414,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10017,Everest Fodds Inc,"217 E 49th Street, Manhattan, NY",1900-08-04T00:00:00.000,E 49th Street,{D3E9DD54-1C3E-4229-8B2F-7CE9FA892CBB},sidewalk,Everest Foods Inc,Bukhara Grill,41605053,20,20,400,,,,yes,no,yes,1026041,OP,no,,yes,6/29/2020,40.754951,-73.970623,106,4,98,1038244,1013230109,,
6423,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10017,SUSHI YASUDA,"204 EAST 43RD STREET, Manhattan, NY",204 EAST,43RD STREET,{85AB6C66-DF19-42ED-8584-C5DCBCC9804A},both,SUSHI YASUDA LTD,SUSHI YASUDA LTD,41507777,39,7,273,58,8,464,yes,yes,yes,1294909,OP,no,,yes,6/29/2020,40.751266,-73.973562,106,4,88,1037550,1013167501,,
6548,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10022,PureKtchn,"649 Lexington Ave., Manhattan, NY",1901-10-10T00:00:00.000,Lexington Ave.,{1373E602-452D-4B38-8017-45814D7CE3A7},roadway,H&H Pure Kitchen,PureKtchn,50054365,,,,18,8,144,no,yes,no,,,no,,yes,6/30/2020,40.759381,-73.970246,106,4,100,1036487,1013090050,,
6562,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10017,Muldoons Irish Pub,"692 3rd Avenue, Manhattan, NY",1901-11-22T00:00:00.000,3rd Avenue,{466E3888-C48F-4268-80DB-D24448C9E059},both,692 RESTAURANT CORP.,Muldoons Irish Pub,40393855,22,15,330,22,8,176,yes,yes,yes,1026093,OP,no,,yes,6/30/2020,40.751817,-73.973696,106,4,92,1036173,1012980136,,
6603,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10017,The Sea Fire Grill,"158 E 48th Street, Manhattan, NY",1900-06-06T00:00:00.000,E 48th Street,{8A3F2320-6462-46AA-8CAE-9645BCB37628},both,AP&SS Restaurant Group LLC,AP&SS Restaurant Group LLC,41699964,60,14,840,60,8,480,yes,yes,yes,1265439,OP,no,,yes,6/30/2020,40.754957,-73.972622,106,4,92,1036217,1013020033,,
6654,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10022,PINK MOOSE LLC,"1070 First Avenue, Manhattan, NY",1902-12-05T00:00:00.000,First Avenue,{C2EE3183-707E-45A7-8B8B-6F5208286AC7},sidewalk,PINK MOOSE LLC,BEAN BAR,50064523,25,15,375,,,,yes,no,yes,1304637,RW,no,,yes,7/1/2020,40.759173,-73.962283,106,5,10601,1078277,1013700001,,
6671,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10022,THE KATI ROLL COMPANY,"229 EAST 53RD STREET, Manhattan, NY",229 EAST,53RD STREET,{8A9427B9-CB63-46CF-8770-8B8DD28EFD3D},both,THE KATIROLL COMPANY INC,THE KATI ROLL COMPANY,41644027,12,2,24,12,4,48,yes,yes,yes,1263062,RW,no,,yes,7/1/2020,40.75738,-73.968604,106,4,98,1038552,1013270013,,
6681,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10017,Il Postino,"337 East 49th Street, Manhattan, NY",1900-12-02T00:00:00.000,East 49th Street,{9E499E9B-AD8C-4AAE-8DDC-D68E1644C758},both,Il Postino inc,Il Postino inc,40578124,25,14,350,25,8,200,yes,yes,yes,1025988,OP,no,,yes,7/1/2020,40.753847,-73.96801,106,4,98,1039467,1013420016,,
6700,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10017,Amaze43 Corp,"694 3rd Avenue , Manhattan, NY",1901-11-24T00:00:00.000,3rd Avenue,{FF40263E-EE4A-4343-85D1-57717C2C6946},both,Amaze,Amaze,50058785,32,8,256,32,8,256,yes,yes,yes,1255399,OP,no,,yes,7/1/2020,40.751856,-73.973667,106,4,92,1036166,1012980037,,
6713,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10022,by CHLOE,"630 Lexington Ave., Manhattan, NY",1901-09-21T00:00:00.000,Lexington Ave.,{D8E5B3FA-746E-4C7F-8862-A9A9C7096796},sidewalk,BC 630 LEXINGTON LLC,by CHLOE,50098645,17,4,68,,,,yes,no,no,,,no,,yes,7/1/2020,40.758813,-73.970683,105,4,100,1071457,1013087502,,
6719,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10022,Amaze,"1066-1068 1 avenue , Manhattan, NY",1066-1068,1 avenue,{20AB5B61-6BA9-4ACC-8986-EAC6143D8C88},both,58Asian Corp,Amaze,50001842,76,8,608,36,8,288,yes,yes,yes,1271659,OP,no,,yes,7/1/2020,40.759071,-73.962355,106,5,10601,1078275,1013700001,,
6833,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10022,SOFIA WINE BAR,"242 E 50TH STREET, Manhattan, NY",1900-08-29T00:00:00.000,E 50TH STREET,{2B538EF3-4045-4C89-8F6A-DC5E8AF409CB},both,SOIFA WINE BAR INC.,SOIFA WINE BAR INC.,50046638,30,6,180,30,8,240,yes,yes,yes,1291869,OP,no,,yes,7/1/2020,40.75539,-73.969756,106,4,98,1038234,1013230030,,
6922,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10169,Bobby Van's,"230 Park Avenue, Manhattan, NY",1900-08-17T00:00:00.000,Park Avenue,{2D079CD4-F411-41D5-8DFF-989B33378028},both,JJJ & R Restaurant Inc.,Bobby Van's,40528180,225,18,4050,70,8,560,yes,yes,yes,1025994,OP,yes,yes,yes,7/2/2020,40.754508,-73.975951,105,4,92,1036185,1013000001,,
6931,Turtle Bay-East Midtown,Turtle Bay-East Midtown,Manhattan,10022,Pret A Manger,"880 3 Avenue, Manhattan, NY",1902-05-29T00:00:00.000,3 Avenue,{86B40957-2FDB-4BC2-8E98-B4AFDE4C101E},sidewalk,Pret A Manger (USA) Limited,Pret A Manger,41371865,8,5,40,,,,yes,no,no,,,no,,yes,7/2/2020,40.75791,-73.969254,106,4,100,1036473,1013080033,,
158,Upper East Side-Carnegie Hill,Upper East Side-Carnegie Hill,Manhattan,10128,peri ela,"1361 lexington ave, Manhattan, NY",1361,lexington ave,cdbfab6d-5b8d-4970-8170-1d4e6f5de40b,sidewalk,peri ela,peri ela,6778909,12,25,300,,,,yes,no,yes,1129580,OP,no,,yes,6/19/2020,40.782217,-73.953589,108,5,14802,1048254,1015190020,,
186,Upper East Side-Carnegie Hill,Upper East Side-Carnegie Hill,Manhattan,10022,Jubilee First Avenue Corporation,"946948 1st avenue, Manhattan, NY",946948,1st avenue,3ffa9199-3330-465a-8452-1e316168c21e,sidewalk,Jubilee,Jubilee,41653405,105,5,525,,,,yes,no,yes,1261467,RW,no,,yes,6/19/2020,,,,,,,,,
229,Upper East Side-Carnegie Hill,Upper East Side-Carnegie Hill,Manhattan,10065,Match 65,"27 E 65TH STREET, Manhattan, NY",27 E,65TH STREET,d1fc8e22-3571-4450-88c4-df981332ae1d,sidewalk,PK & SON LLC,PK & SON LLC,41096100,15,6,90,,,,yes,no,yes,1162673,RW,yes,yes,yes,6/19/2020,40.767255,-73.968441,108,4,122,1041128,1013800023,,
280,Upper East Side-Carnegie Hill,Upper East Side-Carnegie Hill,Manhattan,10028,Mad River Bar and Grille,"1442  Third Ave , Manhattan, NY",1442,Third Ave,92a51d2d-d76d-4d66-8b7c-ef1ac189bc82,both,River Lounge Inc,Mad River Bar and Grille,40859224,10,40,400,10,40,400,yes,yes,yes,1027609,OP,no,,yes,6/19/2020,40.776034,-73.95603,108,5,140,1047571,1015100039,,
284,Upper East Side-Carnegie Hill,Upper East Side-Carnegie Hill,Manhattan,10028,Dulce Vida Latin Bistro,"1219 Lexington Ave, Manhattan, NY",1219,Lexington Ave,85df6269-0a3a-40cc-8cc4-1fc6c4fb2b44,both,MHH 1590 LLC,Dulce Vida Latin Bistro,50066030,24,3,72,24,8,192,yes,yes,yes,130635,OP,no,,yes,6/19/2020,40.777223,-73.957228,108,5,140,1047610,1015110020,,
286,Upper East Side-Carnegie Hill,Upper East Side-Carnegie Hill,Manhattan,10075,Luke’s Bar and Grill,"1394 Third Ave., Manhattan, NY",1394,Third Ave.,4e3c01a1-6160-4605-8410-7903b850639b,roadway,Lira of New York Inc.,Luke’s Bar and Grill,40391060,,,,20,6,120,no,yes,yes,1026687,OP,no,,yes,6/19/2020,40.774509,-73.957144,108,5,140,1047478,1015080035,,
313,Upper East Side-Carnegie Hill,Upper East Side-Carnegie Hill,Manhattan,10065,Nello,"696 Madison Avenue , Manhattan, NY",696,Madison Avenue,227dcfb4-5d6b-4190-803e-ffdb9413c2ff,both,Madison Global LLC,Nello,41437526,25,12,300,25,12,300,yes,yes,yes,1227782,OP,no,,yes,6/19/2020,40.765713,-73.969874,108,4,11401,1085128,1013770016,,
314,Upper East Side-Carnegie Hill,Upper East Side-Carnegie Hill,Manhattan,10065,Eat here now,"839  Lexington Ave , Manhattan, NY",839,Lexington Ave,0f274ef5-b030-483a-8ab5-a47496204098,both,DCK Tradings CO,Eat here now,41092403,64,12,768,50,12,600,yes,yes,no,,,no,,yes,6/19/2020,40.765259,-73.965958,108,4,120,1042115,1013980053,,
348,Upper East Side-Carnegie Hill,Upper East Side-Carnegie Hill,Manhattan,10128,Vicolina,"1302 Madison Ave, Manhattan, NY",1302,Madison Ave,4cc6a58f-5567-4c68-8a32-62c7e66f1d92,both,Vicolina Restaurant Venture LLC,Vicolina Restaurant Venture LLC,APP-2019-0012361,18,8,144,18,8,144,yes,yes,no,,,yes,yes,yes,6/19/2020,40.784933,-73.955851,108,4,16001,1047065,1015040018,,
401,Upper East Side-Carnegie Hill,Upper East Side-Carnegie Hill,Manhattan,10028,BARKING DOG,"1678 3RD AVE, Manhattan, NY",1678,3RD AVE,67acaab5-0173-427c-8583-c92ad889ce74,both,EASTSIDE BARKING DOG INC,EASTSIDE BARKING DOG,50078890,23,15,345,23,8,184,yes,yes,yes,1309705,OP,no,,yes,6/19/2020,40.783989,-73.950226,108,5,15801,1048432,1015230033,,
447,Upper East Side-Carnegie Hill,Upper East Side-Carnegie Hill,Manhattan,10028,BARKING DOG,"1678  3RD AVE, Manhattan, NY",1678,3RD AVE,ba625a0c-f96f-4e38-839a-2842525bada4,both,EASTSIDE BARKING DOG INC,EASTSIDE BARKING DOG,50078890,63,15,945,63,8,504,yes,yes,yes,1309705,OP,no,,yes,6/19/2020,40.783989,-73.950226,108,5,15801,1048432,1015230033,,
469,Upper East Side-Carnegie Hill,Upper East Side-Carnegie Hill,Manhattan,10128,Pascalou,"1308 Madison Ave, Manhattan, NY",1308,Madison Ave,ee8570f3-87e7-410a-81f7-55e637ef26b4,sidewalk,LLBinc,LLBinc,40394207,65,14,910,,,,yes,no,yes,1102278,OP,yes,yes,yes,6/19/2020,40.785097,-73.955728,108,4,16001,1078500,1015040056,,
478,Upper East Side-Carnegie Hill,Upper East Side-Carnegie Hill,Manhattan,10028,Lexington Candy Shop,"1226  Lexington Avenue, Manhattan, NY",1226,Lexington Avenue,e89fb264-85cd-4371-876c-69228e9d7a13,sidewalk,Lexington Candy Shop Inc,Lexington Candy Shop Inc,40719552,68,5,340,,,,yes,no,no,,,no,,yes,6/19/2020,40.777454,-73.957087,108,4,140,1047628,1015110057,,
519,Upper East Side-Carnegie Hill,Upper East Side-Carnegie Hill,Manhattan,10128,Island Restaurant,"1305 Madison Avenue, Manhattan, NY",1305,Madison Avenue,7b944a00-4c56-45af-8044-433dabdeab43,roadway,Shirt Restaurant Corp,Island,40385587,,,,20,8,160,no,yes,yes,1028219,OP,yes,yes,yes,6/19/2020,40.78496,-73.955808,108,4,16001,1047084,1015040055,,
827,Upper East Side-Carnegie Hill,Upper East Side-Carnegie Hill,Manhattan,10021,3 Guys Restaurant,"960 Madison ave, Manhattan, NY",960,Madison ave,7d2c9c1d-18cd-4ff0-834c-216c688537ef,both,Zanimad food corp,3 guys restaurant,40370463,22,8,176,22,8,176,yes,yes,yes,1026799,OP,yes,yes,yes,6/19/2020,40.773981,-73.963841,108,4,130,1041694,1013900017,,
829,Upper East Side-Carnegie Hill,Upper East Side-Carnegie Hill,Manhattan,10028,Antonucci Cafe,"168-70 E 81st St, Manhattan, NY",168-70,E 81st St,27fe43b7-42ee-4801-8f36-298276c6ae6e,sidewalk,"Virgilia Cafe, Inc",Antonucci Cafe,41151982,62,15,930,,,,yes,no,yes,1171401,OP,no,,yes,6/19/2020,40.775911,-73.957092,108,5,140,1047527,1015090041,,
847,Upper East Side-Carnegie Hill,Upper East Side-Carnegie Hill,Manhattan,10021,eats,"1055 LEXINGTON AVE, Manhattan, NY",1055,LEXINGTON AVE,901f3672-5f0a-4a8a-897b-64cccabe9079,both,mjaj food corp,eats,41572551,13,4,52,48,8,384,yes,yes,yes,1251651,OP,yes,yes,yes,6/19/2020,40.772273,-73.960846,108,4,128,1043100,1014090052,,
893,Upper East Side-Carnegie Hill,Upper East Side-Carnegie Hill,Manhattan,10128,ASHOKA,"1718  2 Nd Avenue , Manhattan, NY",1718,2 Nd Avenue,638718c7-e151-44c1-8cd2-85e1fdb8fc01,both,Harishivji. Inc,ASHOKA,50077742,20,10,200,20,8,160,yes,yes,yes,1310753,OP,yes,yes,yes,6/19/2020,,,,,,,,,
999,Upper East Side-Carnegie Hill,Upper East Side-Carnegie Hill,Manhattan,10065,Serafina 61st,"33 East 61 street, Manhattan, NY",33,East 61 street,f8a920cb-6baa-47c3-8d7e-225ce1da746e,both,Sofia 61 Street Corp,Sofia 61 Street Corp,41717206,25,6,150,26,5,130,yes,yes,yes,1269182,OP,no,,yes,6/19/2020,40.764703,-73.970149,108,4,11401,1040854,1013760026,,
1026,Upper East Side-Carnegie Hill,Upper East Side-Carnegie Hill,Manhattan,10021,Come Prima Ristorante,"903  903 Madison Avenue, Manhattan, NY",903,903 Madison Avenue,8134eaa7-01ae-4f1c-8e28-ef196b05ad4e,sidewalk,s&d dining group llc,s&d dining group llc,50044629,55,13,715,,,,yes,no,yes,1291321,OP,yes,yes,yes,6/19/2020,,,,,,,,,
1036,Upper East Side-Carnegie Hill,Upper East Side-Carnegie Hill,Manhattan,10075,Rothschild TLV,"1129 Lexington Avenue , Manhattan, NY",1129,Lexington Avenue,732d26cd-41aa-4d90-8757-ac8b512990cf,both,East Side Spirit Inc,Rothschild TLV,50104463,20,12,240,20,8,160,yes,yes,yes,1321980,OP,no,,yes,6/19/2020,40.774512,-73.959209,108,4,140,1043264,1014130120,,
1090,Upper East Side-Carnegie Hill,Upper East Side-Carnegie Hill,Manhattan,10075,Serafina Fabulous Pizza,"1022 Madison Avenue, Manhattan, NY",1022,Madison Avenue,1957c92b-40de-4fbc-80cf-299254bdc109,both,Sofia Fabulous Pizza,Sofia Fabulous Pizza Corp,40560302,24,5,120,24,5,120,yes,yes,yes,1026767,OP,no,,yes,6/19/2020,40.776004,-73.962367,108,4,142,1041884,1013930056,,
1121,Upper East Side-Carnegie Hill,Upper East Side-Carnegie Hill,Manhattan,10128,PAOLA'S OSTERIA,"1246 MADISON AVE, Manhattan, NY",1246,MADISON AVE,f88c13d9-9aca-4626-8240-e6940685fc63,both,PAOLA'S CAFE LLC,PAOLA'S OSTERIA,50059702,27,13,351,27,8,216,yes,yes,yes,1315251,OP,yes,yes,yes,6/19/2020,40.783122,-73.957174,108,4,15002,1046978,1015010056,,
1127,Upper East Side-Carnegie Hill,Upper East Side-Carnegie Hill,Manhattan,10021,Bistro Le Steak,"1309 75TH STREET, Manhattan, NY",1309,75TH STREET,bc86f436-15b1-4636-8eda-764f83daec31,roadway,75TH & 3RD CORP.,BISTRO LE STEAK,41004673,,,,48,8,384,no,yes,yes,1146181,OP,no,,yes,6/19/2020,,,,,,,,,
1128,Upper East Side-Carnegie Hill,Upper East Side-Carnegie Hill,Manhattan,10065,Daniels Coffee and more,"1050  3rd ave, Manhattan, NY",1050,3rd ave,5b75d28b-7fd5-4440-8d58-f8ae1d4e4599,sidewalk,DKL ENTERPRISES LLC,Daniels Coffee and More,50104383,8,3,24,,,,yes,no,no,,,no,,yes,6/19/2020,40.76353,-73.965154,108,4,11402,1042050,1013970033,,
